opportunity_id,opportunity_name,account_id,amount,created_date,close_date,status,stage,probability
OPP-00590,Broadleaf Book & Media – Cloud Migration,ACC-0078,629000,2024-09-08,2026-06-01,Open,2 - Scoping,15
OPP-00591,Greenfield Health Partners - Pacific Division – Compliance Program,ACC-0104,25000,2024-12-28,2026-05-16,Open,3 - Engaged,25
OPP-00592,Horizon Contact Group – Network Infrastructure Upgrade,ACC-0087,153000,2024-01-31,2025-05-24,Lost,7 - Closed Lost,0
OPP-00593,Highfield Consumer Goods – Training & Enablement Program,ACC-0071,3485000,2021-09-28,2022-06-28,Won,6 - Closed Won,100
OPP-00594,Paramount Health System – Cloud Migration,ACC-0013,564000,2023-01-13,2023-07-01,Lost,7 - Closed Lost,0
OPP-00595,Crestwood Department Stores – ERP Implementation,ACC-0057,1394000,2021-02-27,2022-12-13,Won,6 - Closed Won,100
OPP-00596,Goldstone Jewelry Retail – Professional Services Engagement,ACC-0073,2056000,2025-05-12,2025-08-28,Won,6 - Closed Won,100
OPP-00597,City of Jacksonville Finance – Network Infrastructure Upgrade,ACC-0052,37000,2021-12-30,2022-06-28,Lost,7 - Closed Lost,0
OPP-00598,Ridgemont Healthcare - Atlantic Division – Workforce Optimization Platform,ACC-0111,136000,2025-10-27,2026-07-24,Open,1 - Prospecting,10
OPP-00599,Wisconsin Department of Education – Workforce Optimization Platform,ACC-0048,288000,2023-08-01,2024-03-20,Lost,7 - Closed Lost,0
OPP-00600,Pinnacle Healthcare Group – Workforce Optimization Platform,ACC-0004,1543000,2021-02-01,2021-04-24,Lost,7 - Closed Lost,0
OPP-00601,Crestwood Department Stores – Digital Transformation Initiative,ACC-0057,1231000,2021-05-03,2022-01-06,Lost,7 - Closed Lost,0
OPP-00602,Northgate Supermarkets - Southeast Region – ERP Implementation,ACC-0135,70000,2024-09-07,2026-06-26,Open,4 - Proposal,60
OPP-00603,Ohio Department of Health – Cloud Migration,ACC-0033,106000,2023-06-08,2024-02-25,Won,6 - Closed Won,100
OPP-00604,City of Nashville Public Safety – Training & Enablement Program,ACC-0046,126000,2022-07-25,2023-06-10,Lost,7 - Closed Lost,0
OPP-00605,Horizon Health Alliance – Infrastructure Refresh,ACC-0028,1179000,2021-11-17,2023-04-04,Lost,7 - Closed Lost,0
OPP-00606,Cedar Valley Hospital - Southeast Region – Network Infrastructure Upgrade,ACC-0109,348000,2021-10-07,2022-08-25,Won,6 - Closed Won,100
OPP-00607,Northstar Health System – Professional Services Engagement,ACC-0001,4259000,2022-05-27,2022-11-23,Lost,7 - Closed Lost,0
OPP-00608,Redwood Specialty Foods – Cloud Migration,ACC-0079,2491000,2024-04-01,2024-06-08,Lost,7 - Closed Lost,0
OPP-00609,Crestwood Department Stores - Western Region – Infrastructure Refresh,ACC-0127,281000,2021-04-05,2022-07-13,Won,6 - Closed Won,100
OPP-00610,Ridgemont Healthcare – Data Analytics Platform,ACC-0018,1795000,2024-11-04,2024-12-14,Lost,7 - Closed Lost,0
OPP-00611,Northstar Service Solutions - Southeast Region – Systems Integration,ACC-0150,1000,2026-02-10,2026-05-13,Open,1 - Prospecting,10
OPP-00612,Allegheny County Services – Digital Transformation Initiative,ACC-0050,304000,2023-08-10,2025-07-24,Lost,7 - Closed Lost,0
OPP-00613,Wisconsin Department of Education – Workforce Optimization Platform,ACC-0048,330000,2025-01-07,2026-03-04,Lost,7 - Closed Lost,0
OPP-00614,Summit Health Network – ERP Implementation,ACC-0005,439000,2025-06-11,2026-05-13,Open,3 - Engaged,25
OPP-00615,Ridgemont Healthcare – Systems Integration,ACC-0018,1148000,2024-03-23,2025-06-21,Lost,7 - Closed Lost,0
OPP-00616,Cascade Regional Hospital – CRM Rollout,ACC-0003,3480000,2022-10-11,2022-12-31,Lost,7 - Closed Lost,0
OPP-00617,Nexus Support Services - Southwest District – Cloud Migration,ACC-0145,61000,2023-12-13,2025-03-10,Won,6 - Closed Won,100
OPP-00618,Northstar Service Solutions – Managed Services Contract,ACC-0094,68000,2025-02-20,2026-08-01,Open,5 - Negotiation,80
OPP-00619,Allegheny County Services – Cloud Migration,ACC-0050,202000,2026-02-25,2026-03-31,Lost,7 - Closed Lost,0
OPP-00620,Crestwood Department Stores - Western Region – Data Analytics Platform,ACC-0127,370000,2022-04-04,2022-07-02,Won,6 - Closed Won,100
OPP-00621,Cascade Regional Hospital – Digital Transformation Initiative,ACC-0003,970000,2021-03-30,2021-11-01,Lost,7 - Closed Lost,0
OPP-00622,Ridgemont Healthcare - Northeast Division – ERP Implementation,ACC-0112,152000,2022-07-02,2022-07-27,Lost,7 - Closed Lost,0
OPP-00623,Streamline Support Inc. – Infrastructure Refresh,ACC-0088,121000,2024-01-29,2025-01-16,Lost,7 - Closed Lost,0
OPP-00624,Greenfield Health Partners - Gulf Coast Branch – Digital Transformation Initiative,ACC-0105,9000,2023-05-15,2024-04-19,Lost,7 - Closed Lost,0
OPP-00625,Vantage Customer Solutions - Pacific Division – Workforce Optimization Platform,ACC-0149,2000,2023-03-01,2024-05-08,Lost,7 - Closed Lost,0
OPP-00626,Westfield Service Alliance - Atlantic Division – Security Assessment,ACC-0156,1000,2024-05-29,2025-11-08,Lost,7 - Closed Lost,0
OPP-00627,Ridgemont BPO Services – CRM Rollout,ACC-0096,66000,2022-05-09,2022-12-13,Lost,7 - Closed Lost,0
OPP-00628,Sacramento County Administration - Mountain Region – Systems Integration,ACC-0125,18000,2026-02-04,2026-08-21,Open,1 - Prospecting,10
OPP-00629,Westbrook Flooring & Design – Training & Enablement Program,ACC-0074,2608000,2023-06-26,2025-01-23,Lost,7 - Closed Lost,0
OPP-00630,Vantage Customer Solutions - Pacific Division – Professional Services Engagement,ACC-0149,1000,2025-03-09,2026-07-18,Open,2 - Scoping,15
OPP-00631,Goldstone Jewelry Retail – Infrastructure Refresh,ACC-0073,3729000,2025-08-17,2026-07-20,Open,3 - Engaged,25
OPP-00632,Tennessee Department of Health – Business Intelligence Suite,ACC-0054,356000,2023-03-17,2024-09-20,Won,6 - Closed Won,100
OPP-00633,Ironwood Support Group – Workforce Optimization Platform,ACC-0093,111000,2024-07-11,2026-02-02,Lost,7 - Closed Lost,0
OPP-00634,Apex Contact Solutions – Network Infrastructure Upgrade,ACC-0081,95000,2026-02-05,2026-06-21,Open,4 - Proposal,60
OPP-00635,Millstone Department Stores – Compliance Program,ACC-0070,965000,2022-03-30,2022-09-06,Won,6 - Closed Won,100
OPP-00636,Highfield Consumer Goods – Cloud Migration,ACC-0071,1957000,2023-12-17,2024-06-22,Lost,7 - Closed Lost,0
OPP-00637,Keystone Contact Services – Infrastructure Refresh,ACC-0092,9000,2024-09-17,2026-01-16,Won,6 - Closed Won,100
OPP-00638,Crestwood Department Stores - Western Region – Network Infrastructure Upgrade,ACC-0127,250000,2026-02-08,2026-03-06,Lost,7 - Closed Lost,0
OPP-00639,Arizona Department of Transportation - Pacific Division – Security Assessment,ACC-0122,12000,2021-09-09,2022-11-17,Won,6 - Closed Won,100
OPP-00640,Tennessee Department of Health – Training & Enablement Program,ACC-0054,185000,2024-09-19,2026-03-23,Lost,7 - Closed Lost,0
OPP-00641,Summit BPO Alliance – Training & Enablement Program,ACC-0090,37000,2022-08-18,2023-12-02,Lost,7 - Closed Lost,0
OPP-00642,Clearbridge Service Centers – Business Intelligence Suite,ACC-0085,97000,2021-12-24,2023-06-21,Won,6 - Closed Won,100
OPP-00643,Coastal Medical Alliance – Managed Services Contract,ACC-0017,306000,2024-09-14,2025-05-30,Lost,7 - Closed Lost,0
OPP-00644,Wisconsin Department of Education – Professional Services Engagement,ACC-0048,139000,2021-02-06,2022-09-13,Won,6 - Closed Won,100
OPP-00645,City of Denver Public Works – Network Infrastructure Upgrade,ACC-0034,136000,2022-09-20,2024-04-14,Won,6 - Closed Won,100
OPP-00646,Ohio Department of Health – Training & Enablement Program,ACC-0033,107000,2023-06-17,2023-10-03,Lost,7 - Closed Lost,0
OPP-00647,Prairie Home Centers - Western Region – Network Infrastructure Upgrade,ACC-0128,96000,2023-05-17,2024-03-24,Lost,7 - Closed Lost,0
OPP-00648,Skyline Electronics - Southwest District – Compliance Program,ACC-0137,48000,2023-02-09,2024-03-05,Won,6 - Closed Won,100
OPP-00649,City of Charlotte Planning – Network Infrastructure Upgrade,ACC-0040,36000,2024-08-20,2026-05-19,Open,4 - Proposal,60
OPP-00650,City of Phoenix General Services – Infrastructure Refresh,ACC-0031,333000,2021-09-23,2023-07-03,Won,6 - Closed Won,100
OPP-00651,Prairie Contact Solutions – CRM Rollout,ACC-0099,177000,2024-09-25,2025-05-06,Lost,7 - Closed Lost,0
OPP-00652,Apex Medical Associates – Workforce Optimization Platform,ACC-0011,1720000,2023-03-17,2024-09-20,Lost,7 - Closed Lost,0
OPP-00653,Northgate Supermarkets - Atlantic Division – Training & Enablement Program,ACC-0134,269000,2021-02-22,2021-06-27,Lost,7 - Closed Lost,0
OPP-00654,Redwood Specialty Foods - Southwest District – Data Analytics Platform,ACC-0140,576000,2023-06-13,2024-08-25,Lost,7 - Closed Lost,0
OPP-00655,Westbrook Flooring & Design - Midwest Operations – Infrastructure Refresh,ACC-0132,101000,2023-10-04,2024-03-05,Lost,7 - Closed Lost,0
OPP-00656,Meridian Medical Center – Workforce Optimization Platform,ACC-0002,25000,2022-02-15,2023-04-17,Lost,7 - Closed Lost,0
OPP-00657,Ironwood Support Group – CRM Rollout,ACC-0093,189000,2025-04-25,2025-11-24,Lost,7 - Closed Lost,0
OPP-00658,Cornerstone Health Network – CRM Rollout,ACC-0012,911000,2024-03-15,2024-04-14,Won,6 - Closed Won,100
OPP-00659,Crestwood Department Stores - Southwest District – Cloud Migration,ACC-0126,29000,2023-07-20,2023-09-29,Lost,7 - Closed Lost,0
OPP-00660,Prairie Contact Solutions – Digital Transformation Initiative,ACC-0099,228000,2021-04-23,2022-11-22,Lost,7 - Closed Lost,0
OPP-00661,Sacramento County Administration - Mountain Region – Data Analytics Platform,ACC-0125,3000,2023-04-14,2023-06-19,Lost,7 - Closed Lost,0
OPP-00662,Colorado Department of Transportation – Security Assessment,ACC-0045,56000,2021-01-13,2021-08-06,Lost,7 - Closed Lost,0
OPP-00663,Millstone Department Stores – Security Assessment,ACC-0070,192000,2023-02-25,2023-11-28,Lost,7 - Closed Lost,0
OPP-00664,Westbrook Flooring & Design – Security Assessment,ACC-0074,1955000,2023-05-11,2025-04-22,Won,6 - Closed Won,100
OPP-00665,Harris County Administration – Cloud Migration,ACC-0032,110000,2023-06-13,2024-12-31,Won,6 - Closed Won,100
OPP-00666,Coastal Medical Alliance – Business Intelligence Suite,ACC-0017,133000,2024-08-28,2025-09-29,Lost,7 - Closed Lost,0
OPP-00667,Irongate Office Supplies – Workforce Optimization Platform,ACC-0067,3014000,2023-01-20,2024-01-19,Won,6 - Closed Won,100
OPP-00668,Silvercreek Customer Services – CRM Rollout,ACC-0098,76000,2025-02-02,2026-01-04,Won,6 - Closed Won,100
OPP-00669,Frontier Grocery Co. – Compliance Program,ACC-0058,4544000,2022-10-25,2022-12-15,Won,6 - Closed Won,100
OPP-00670,Keystone Apparel Group – Digital Transformation Initiative,ACC-0061,1628000,2022-03-05,2023-11-16,Lost,7 - Closed Lost,0
OPP-00671,Redwood Specialty Foods - Southwest District – Digital Transformation Initiative,ACC-0140,368000,2025-12-04,2026-04-02,Won,6 - Closed Won,100
OPP-00672,Prairie Home Centers - Western Region – Training & Enablement Program,ACC-0128,61000,2021-10-08,2022-01-04,Lost,7 - Closed Lost,0
OPP-00673,Silverstone Health Network – Business Intelligence Suite,ACC-0023,2845000,2024-02-24,2024-08-25,Lost,7 - Closed Lost,0
OPP-00674,Northstar Health System - Southeast Region – Data Analytics Platform,ACC-0101,246000,2025-07-01,2025-11-01,Lost,7 - Closed Lost,0
OPP-00675,Clearwater Health System – CRM Rollout,ACC-0019,646000,2022-02-28,2023-08-25,Won,6 - Closed Won,100
OPP-00676,Falcon Medical Associates – Infrastructure Refresh,ACC-0026,64000,2021-04-14,2022-06-27,Won,6 - Closed Won,100
OPP-00677,City of Denver Public Works – ERP Implementation,ACC-0034,208000,2024-11-05,2026-01-28,Won,6 - Closed Won,100
OPP-00678,Skyline Electronics - Western Region – Cloud Migration,ACC-0138,29000,2021-11-24,2023-03-11,Won,6 - Closed Won,100
OPP-00679,Goldstone Jewelry Retail - Southeast Region – Security Assessment,ACC-0130,1624000,2024-12-18,2026-07-30,Open,3 - Engaged,25
OPP-00680,Northgate Supermarkets - Mountain Region – Compliance Program,ACC-0136,266000,2025-09-19,2026-01-21,Won,6 - Closed Won,100
OPP-00681,Bridgepoint Customer Care – Business Intelligence Suite,ACC-0091,55000,2021-03-09,2022-02-22,Lost,7 - Closed Lost,0
OPP-00682,City of Charlotte Planning – Data Analytics Platform,ACC-0040,58000,2024-11-22,2025-03-12,Won,6 - Closed Won,100
OPP-00683,Riverside Community Hospital - Southeast Region – Infrastructure Refresh,ACC-0102,424000,2024-10-22,2025-12-22,Won,6 - Closed Won,100
OPP-00684,Allegheny County Services – Managed Services Contract,ACC-0050,266000,2022-03-08,2024-01-23,Lost,7 - Closed Lost,0
OPP-00685,Greenfield Health Partners – Workforce Optimization Platform,ACC-0010,200000,2021-02-06,2022-07-14,Lost,7 - Closed Lost,0
OPP-00686,Cornerstone Health Network – Managed Services Contract,ACC-0012,525000,2025-11-05,2026-04-24,Open,2 - Scoping,15
OPP-00687,Paramount Health System - Northeast Division – Compliance Program,ACC-0107,30000,2023-08-22,2024-06-09,Lost,7 - Closed Lost,0
OPP-00688,Crestwood Department Stores - Southwest District – Professional Services Engagement,ACC-0126,30000,2026-03-09,2026-06-08,Open,1 - Prospecting,10
OPP-00689,Paramount Health System – ERP Implementation,ACC-0013,8000,2022-02-03,2022-07-23,Lost,7 - Closed Lost,0
OPP-00690,Millbrook Medical Group – Network Infrastructure Upgrade,ACC-0022,1084000,2023-09-13,2024-06-07,Lost,7 - Closed Lost,0
OPP-00691,Silverstone Health Network – Training & Enablement Program,ACC-0023,2434000,2022-09-03,2022-11-28,Lost,7 - Closed Lost,0
OPP-00692,Paramount Health System – Training & Enablement Program,ACC-0013,386000,2025-06-02,2025-09-07,Lost,7 - Closed Lost,0
OPP-00693,Summit Health Network – Systems Integration,ACC-0005,89000,2024-04-01,2024-07-24,Lost,7 - Closed Lost,0
OPP-00694,Coastal Medical Alliance – Business Intelligence Suite,ACC-0017,360000,2022-12-24,2023-03-27,Lost,7 - Closed Lost,0
OPP-00695,Riverside Community Hospital - Central Region – Infrastructure Refresh,ACC-0103,283000,2024-09-19,2025-01-04,Lost,7 - Closed Lost,0
OPP-00696,Horizon Contact Group – CRM Rollout,ACC-0087,196000,2022-09-14,2023-02-28,Won,6 - Closed Won,100
OPP-00697,Goldstone Jewelry Retail - Gulf Coast Branch – CRM Rollout,ACC-0131,161000,2023-10-14,2024-07-31,Lost,7 - Closed Lost,0
OPP-00698,Colorado Department of Transportation – Security Assessment,ACC-0045,71000,2024-03-10,2025-09-24,Won,6 - Closed Won,100
OPP-00699,City of Jacksonville Finance – Data Analytics Platform,ACC-0052,48000,2023-04-07,2024-11-10,Won,6 - Closed Won,100
OPP-00700,Northgate Supermarkets - Southeast Region – CRM Rollout,ACC-0135,133000,2024-01-01,2025-06-12,Won,6 - Closed Won,100
OPP-00701,Cascade Regional Hospital – Systems Integration,ACC-0003,3315000,2023-09-28,2025-05-19,Won,6 - Closed Won,100
OPP-00702,Keystone Medical Center – Digital Transformation Initiative,ACC-0029,2887000,2021-11-11,2022-08-23,Lost,7 - Closed Lost,0
OPP-00703,Harborside Retail Group – CRM Rollout,ACC-0056,4871000,2022-08-21,2024-04-10,Lost,7 - Closed Lost,0
OPP-00704,Summit BPO Alliance – Managed Services Contract,ACC-0090,30000,2022-05-14,2024-01-28,Lost,7 - Closed Lost,0
OPP-00705,Prairie Contact Solutions – CRM Rollout,ACC-0099,33000,2022-05-19,2022-08-16,Lost,7 - Closed Lost,0
OPP-00706,Lakeview Medical Partners – Network Infrastructure Upgrade,ACC-0006,552000,2024-11-17,2025-05-29,Lost,7 - Closed Lost,0
OPP-00707,Apex Medical Associates – Workforce Optimization Platform,ACC-0011,2904000,2024-04-27,2024-11-15,Won,6 - Closed Won,100
OPP-00708,Frontier Grocery Co. – Managed Services Contract,ACC-0058,3297000,2021-06-30,2022-03-22,Won,6 - Closed Won,100
OPP-00709,Ironwood Support Group – Workforce Optimization Platform,ACC-0093,54000,2022-12-07,2023-05-14,Won,6 - Closed Won,100
OPP-00710,Horizon Health Alliance – Training & Enablement Program,ACC-0028,694000,2021-05-17,2021-06-03,Lost,7 - Closed Lost,0
OPP-00711,Summit Health Network – Business Intelligence Suite,ACC-0005,961000,2022-11-07,2023-01-31,Lost,7 - Closed Lost,0
OPP-00712,Harborview Medical Center – CRM Rollout,ACC-0008,2595000,2021-04-14,2022-05-08,Lost,7 - Closed Lost,0
OPP-00713,Streamline Support Inc. – Training & Enablement Program,ACC-0088,215000,2024-04-08,2024-10-06,Lost,7 - Closed Lost,0
OPP-00714,Keystone Contact Services – Workforce Optimization Platform,ACC-0092,41000,2021-10-04,2022-07-11,Lost,7 - Closed Lost,0
OPP-00715,Minnesota Health Services – Digital Transformation Initiative,ACC-0042,20000,2023-08-13,2025-07-24,Lost,7 - Closed Lost,0
OPP-00716,City of Austin Smart City Initiative – Professional Services Engagement,ACC-0055,171000,2025-11-19,2026-08-23,Open,1 - Prospecting,10
OPP-00717,Highfield Consumer Goods – Compliance Program,ACC-0071,3503000,2021-08-26,2021-11-18,Lost,7 - Closed Lost,0
OPP-00718,Falcon Medical Associates - Western Region – Professional Services Engagement,ACC-0115,56000,2025-10-02,2026-02-12,Won,6 - Closed Won,100
OPP-00719,Lakewood Consumer Electronics – Business Intelligence Suite,ACC-0063,2117000,2023-10-06,2025-05-31,Lost,7 - Closed Lost,0
OPP-00720,Westbrook Flooring & Design - Midwest Operations – Business Intelligence Suite,ACC-0132,13000,2024-09-21,2025-11-14,Lost,7 - Closed Lost,0
OPP-00721,Cedar Valley Hospital - Western Region – Cloud Migration,ACC-0110,237000,2023-02-16,2024-04-21,Lost,7 - Closed Lost,0
OPP-00722,Streamline Support Inc. – Infrastructure Refresh,ACC-0088,185000,2022-11-27,2024-10-21,Lost,7 - Closed Lost,0
OPP-00723,Maple Street Market – CRM Rollout,ACC-0060,662000,2022-09-08,2024-02-05,Lost,7 - Closed Lost,0
OPP-00724,Goldstone Jewelry Retail - Southeast Region – Data Analytics Platform,ACC-0130,977000,2023-04-22,2025-01-15,Won,6 - Closed Won,100
OPP-00725,King County Government – Professional Services Engagement,ACC-0047,79000,2022-12-26,2024-02-17,Lost,7 - Closed Lost,0
OPP-00726,Summit Health Network – Training & Enablement Program,ACC-0005,621000,2022-07-10,2023-02-01,Lost,7 - Closed Lost,0
OPP-00727,Frontier Grocery Co. – Business Intelligence Suite,ACC-0058,4333000,2022-05-11,2022-09-26,Won,6 - Closed Won,100
OPP-00728,Lakeview Medical Partners – Data Analytics Platform,ACC-0006,732000,2022-01-13,2023-03-03,Won,6 - Closed Won,100
OPP-00729,City of Jacksonville Finance – Workforce Optimization Platform,ACC-0052,54000,2025-12-28,2026-08-08,Open,3 - Engaged,25
OPP-00730,Nexus Support Services - Pacific Division – Professional Services Engagement,ACC-0146,26000,2022-10-15,2024-03-31,Lost,7 - Closed Lost,0
OPP-00731,Elmwood Regional Medical Center – ERP Implementation,ACC-0024,1470000,2021-11-29,2023-01-18,Lost,7 - Closed Lost,0
OPP-00732,Crestwood Department Stores - Western Region – Business Intelligence Suite,ACC-0127,43000,2022-05-19,2023-09-11,Lost,7 - Closed Lost,0
OPP-00733,Ohio Department of Health – Compliance Program,ACC-0033,141000,2021-07-26,2023-02-26,Lost,7 - Closed Lost,0
OPP-00734,Cornerstone Pharmacy Group – CRM Rollout,ACC-0069,3254000,2026-03-17,2026-06-04,Open,3 - Engaged,25
OPP-00735,Cornerstone Pharmacy Group – Business Intelligence Suite,ACC-0069,2871000,2022-06-30,2023-05-13,Lost,7 - Closed Lost,0
OPP-00736,Prairie Contact Solutions – Business Intelligence Suite,ACC-0099,322000,2023-12-06,2025-11-12,Won,6 - Closed Won,100
OPP-00737,Blue Ridge Grocery Chain – Workforce Optimization Platform,ACC-0068,2272000,2021-02-06,2021-04-20,Lost,7 - Closed Lost,0
OPP-00738,Northstar Service Solutions – Workforce Optimization Platform,ACC-0094,243000,2023-07-06,2024-06-03,Lost,7 - Closed Lost,0
OPP-00739,Oakwood Medical Center – Training & Enablement Program,ACC-0020,536000,2023-07-29,2023-09-17,Lost,7 - Closed Lost,0
OPP-00740,Ridgemont Healthcare – Professional Services Engagement,ACC-0018,1827000,2025-12-31,2026-03-25,Won,6 - Closed Won,100
OPP-00741,Skyline Electronics - Southwest District – Business Intelligence Suite,ACC-0137,34000,2023-03-15,2023-09-23,Lost,7 - Closed Lost,0
OPP-00742,Northstar Service Solutions - Mountain Region – ERP Implementation,ACC-0152,74000,2022-05-11,2023-03-20,Lost,7 - Closed Lost,0
OPP-00743,Silverline Home Goods – Business Intelligence Suite,ACC-0059,8558000,2024-08-21,2024-11-30,Lost,7 - Closed Lost,0
OPP-00744,Vantage Customer Solutions – Security Assessment,ACC-0086,51000,2024-12-24,2026-01-11,Lost,7 - Closed Lost,0
OPP-00745,Colorado Department of Transportation – Network Infrastructure Upgrade,ACC-0045,234000,2023-10-13,2023-12-16,Lost,7 - Closed Lost,0
OPP-00746,Westbrook Flooring & Design - Central Region – Systems Integration,ACC-0133,184000,2025-07-12,2025-08-27,Won,6 - Closed Won,100
OPP-00747,Millstone Department Stores – Digital Transformation Initiative,ACC-0070,1371000,2026-02-02,2026-03-02,Lost,7 - Closed Lost,0
OPP-00748,Cedar Valley Hospital - Western Region – Workforce Optimization Platform,ACC-0110,249000,2024-11-21,2025-06-15,Won,6 - Closed Won,100
OPP-00749,Redwood Specialty Foods - Mountain Region – Business Intelligence Suite,ACC-0141,109000,2022-10-20,2024-01-26,Lost,7 - Closed Lost,0
OPP-00750,City of Denver Public Works – Cloud Migration,ACC-0034,92000,2023-03-01,2024-07-11,Won,6 - Closed Won,100
OPP-00751,Skyline Electronics - Western Region – Compliance Program,ACC-0138,127000,2023-10-24,2024-12-30,Lost,7 - Closed Lost,0
OPP-00752,Westbrook Flooring & Design - Central Region – Managed Services Contract,ACC-0133,47000,2022-07-26,2024-02-09,Lost,7 - Closed Lost,0
OPP-00753,Crestwood Department Stores - Southwest District – Systems Integration,ACC-0126,53000,2021-06-06,2022-03-29,Lost,7 - Closed Lost,0
OPP-00754,Northgate Supermarkets - Mountain Region – Training & Enablement Program,ACC-0136,429000,2022-08-14,2024-06-04,Won,6 - Closed Won,100
OPP-00755,Cedar Valley Hospital - Western Region – Network Infrastructure Upgrade,ACC-0110,35000,2025-08-20,2026-08-27,Open,2 - Scoping,15
OPP-00756,Sunstone Pet Supplies – CRM Rollout,ACC-0080,3092000,2022-05-14,2022-08-08,Lost,7 - Closed Lost,0
OPP-00757,Paramount Health System - Northeast Division – Data Analytics Platform,ACC-0107,97000,2023-04-26,2023-09-01,Lost,7 - Closed Lost,0
OPP-00758,Horizon Contact Group – Digital Transformation Initiative,ACC-0087,226000,2024-07-22,2026-07-15,Open,1 - Prospecting,10
OPP-00759,Harborside Retail Group – Training & Enablement Program,ACC-0056,8765000,2025-03-01,2026-02-28,Lost,7 - Closed Lost,0
OPP-00760,Stonegate Healthcare - Southeast Region – Managed Services Contract,ACC-0116,81000,2022-01-16,2022-06-26,Lost,7 - Closed Lost,0
OPP-00761,Silverline Home Goods – Business Intelligence Suite,ACC-0059,8117000,2022-08-15,2023-01-13,Won,6 - Closed Won,100
OPP-00762,Riverside Community Hospital – Business Intelligence Suite,ACC-0009,2093000,2023-10-26,2023-11-13,Lost,7 - Closed Lost,0
OPP-00763,Sunridge Health System – Compliance Program,ACC-0030,991000,2022-03-15,2023-11-07,Lost,7 - Closed Lost,0
OPP-00764,Sacramento County Administration - Mountain Region – Business Intelligence Suite,ACC-0125,18000,2025-09-14,2025-12-05,Won,6 - Closed Won,100
OPP-00765,Crestwood Department Stores - Southwest District – Systems Integration,ACC-0126,32000,2021-09-13,2022-07-14,Lost,7 - Closed Lost,0
OPP-00766,Vantage Customer Solutions - Central Region – Systems Integration,ACC-0148,10000,2023-02-20,2023-12-26,Won,6 - Closed Won,100
OPP-00767,Goldstone Jewelry Retail - Southeast Region – Compliance Program,ACC-0130,793000,2026-01-10,2026-04-05,Lost,7 - Closed Lost,0
OPP-00768,Sunstone Pet Supplies – Cloud Migration,ACC-0080,6974000,2022-07-14,2024-04-11,Won,6 - Closed Won,100
OPP-00769,City of Columbus Administration – Systems Integration,ACC-0043,76000,2024-03-11,2024-06-14,Lost,7 - Closed Lost,0
OPP-00770,Millstone Department Stores – Business Intelligence Suite,ACC-0070,262000,2022-10-28,2023-06-23,Won,6 - Closed Won,100
OPP-00771,Ironwood Medical Center - Southeast Region – Professional Services Engagement,ACC-0108,114000,2023-10-28,2024-01-11,Lost,7 - Closed Lost,0
OPP-00772,Westbrook Flooring & Design – CRM Rollout,ACC-0074,3067000,2021-03-23,2022-10-09,Lost,7 - Closed Lost,0
OPP-00773,Prairie Home Centers – Cloud Migration,ACC-0066,999000,2022-11-28,2023-11-16,Lost,7 - Closed Lost,0
OPP-00774,Horizon Health Alliance – Compliance Program,ACC-0028,1635000,2022-03-04,2023-01-01,Lost,7 - Closed Lost,0
OPP-00775,Skyline Electronics – Managed Services Contract,ACC-0077,705000,2022-04-02,2022-10-11,Won,6 - Closed Won,100
OPP-00776,Maricopa County Government – Professional Services Engagement,ACC-0035,81000,2024-07-14,2025-05-05,Lost,7 - Closed Lost,0
OPP-00777,Cedar Valley Hospital – Infrastructure Refresh,ACC-0015,1194000,2024-04-20,2025-06-27,Won,6 - Closed Won,100
OPP-00778,Goldstone Jewelry Retail - Gulf Coast Branch – Security Assessment,ACC-0131,82000,2023-01-31,2024-08-12,Lost,7 - Closed Lost,0
OPP-00779,Riverside Community Hospital – Business Intelligence Suite,ACC-0009,2413000,2021-10-01,2022-12-31,Lost,7 - Closed Lost,0
OPP-00780,Goldstone Jewelry Retail - Gulf Coast Branch – CRM Rollout,ACC-0131,797000,2022-01-26,2023-01-25,Lost,7 - Closed Lost,0
OPP-00781,Crestwood Department Stores – Managed Services Contract,ACC-0057,412000,2022-02-02,2022-05-06,Lost,7 - Closed Lost,0
OPP-00782,Cascade Regional Hospital – Compliance Program,ACC-0003,2738000,2025-06-07,2026-06-17,Open,3 - Engaged,25
OPP-00783,Maricopa County Government – ERP Implementation,ACC-0035,121000,2024-12-07,2025-10-21,Lost,7 - Closed Lost,0
OPP-00784,Skyline Electronics - Southwest District – Cloud Migration,ACC-0137,48000,2025-01-13,2025-02-13,Won,6 - Closed Won,100
OPP-00785,Silverline Home Goods – Managed Services Contract,ACC-0059,7322000,2024-08-06,2026-05-28,Open,2 - Scoping,15
OPP-00786,Allegheny County Services – Security Assessment,ACC-0050,69000,2024-07-18,2025-06-21,Lost,7 - Closed Lost,0
OPP-00787,Ironwood Medical Center – ERP Implementation,ACC-0014,1819000,2024-11-16,2025-11-29,Lost,7 - Closed Lost,0
OPP-00788,Falcon Medical Associates - Western Region – Data Analytics Platform,ACC-0115,34000,2021-07-29,2022-07-30,Won,6 - Closed Won,100
OPP-00789,City of Jacksonville Finance – Compliance Program,ACC-0052,205000,2023-09-23,2023-12-31,Lost,7 - Closed Lost,0
OPP-00790,Los Angeles County Services – Security Assessment,ACC-0044,283000,2021-09-20,2022-01-24,Lost,7 - Closed Lost,0
